user_id,email,phone,page,duration_sec,event,timestamp
u00152,user152@example.com,13849417987,/home,50,purchase,2026-02-25T22:58:00Z
u00153,user153@example.com,13895332498,/home,224,purchase,2026-02-25T00:54:00Z
u00154,user154@example.com,13828954003,/profile,145,purchase,2026-02-09T04:49:00Z
u00155,user155@example.com,13862247250,/home,77,search,2026-02-16T02:13:00Z
u00156,user156@example.com,13821390472,/profile,110,search,2026-02-25T00:09:00Z
u00157,user157@example.com,13813935913,/cart,180,purchase,2026-02-18T04:33:00Z
u00158,user158@example.com,13826682926,/products,50,search,2026-02-14T01:53:00Z
u00159,user159@example.com,13838733354,/checkout,99,search,2026-02-18T02:29:00Z
u00160,user160@example.com,13815389940,/profile,289,pageview,2026-02-22T21:14:00Z
u00161,user161@example.com,13827382558,/profile,90,click,2026-02-13T18:32:00Z
u00162,user162@example.com,13811356303,/cart,56,click,2026-02-03T15:22:00Z
u00163,user163@example.com,13870555921,/home,207,pageview,2026-02-28T07:59:00Z
u00164,user164@example.com,13883220388,/profile,121,click,2026-02-14T17:21:00Z
u00165,user165@example.com,13871638023,/cart,293,click,2026-02-25T16:36:00Z
u00166,user166@example.com,13835611507,/checkout,191,pageview,2026-02-26T04:45:00Z
u00167,user167@example.com,13820394600,/cart,55,search,2026-02-03T21:52:00Z
u00168,user168@example.com,13853529867,/profile,171,pageview,2026-02-20T04:03:00Z
u00169,user169@example.com,13897738092,/products,96,pageview,2026-02-18T22:27:00Z
u00170,user170@example.com,13872522091,/profile,265,search,2026-02-23T05:31:00Z
u00171,user171@example.com,13846638853,/profile,13,search,2026-02-18T05:39:00Z
u00172,user172@example.com,13883420034,/products,233,purchase,2026-02-08T15:41:00Z
u00173,user173@example.com,13827328053,/checkout,280,click,2026-02-21T00:06:00Z
u00174,user174@example.com,13841219809,/profile,82,search,2026-02-16T03:38:00Z
u00175,user175@example.com,13882283983,/cart,252,purchase,2026-02-11T12:54:00Z
u00176,user176@example.com,13896751007,/checkout,178,search,2026-02-23T11:53:00Z
u00177,user177@example.com,13886358187,/checkout,119,pageview,2026-02-17T23:43:00Z
u00178,user178@example.com,13822195476,/products,136,pageview,2026-02-06T05:21:00Z
u00179,user179@example.com,13881212993,/home,72,purchase,2026-02-12T06:06:00Z
u00180,user180@example.com,13822743900,/products,294,click,2026-02-25T12:09:00Z
u00181,user181@example.com,13851821541,/home,90,click,2026-02-16T04:31:00Z
u00182,user182@example.com,13822965086,/home,103,click,2026-02-23T01:32:00Z
u00183,user183@example.com,13865078876,/products,175,search,2026-02-20T23:42:00Z
u00184,user184@example.com,13820759979,/products,19,purchase,2026-02-23T22:24:00Z
u00185,user185@example.com,13861830061,/products,180,click,2026-02-15T16:45:00Z
u00186,user186@example.com,13819629793,/products,271,search,2026-02-26T19:11:00Z
u00187,user187@example.com,13880060519,/products,162,pageview,2026-02-11T01:48:00Z
u00188,user188@example.com,13845457026,/cart,176,click,2026-02-20T15:11:00Z
u00189,user189@example.com,13811433374,/checkout,244,purchase,2026-02-17T03:44:00Z
u00190,user190@example.com,13846410735,/profile,73,pageview,2026-02-23T14:23:00Z
u00191,user191@example.com,13882947413,/home,124,pageview,2026-02-15T08:54:00Z
u00192,user192@example.com,13852667598,/checkout,215,search,2026-02-22T13:13:00Z
u00193,user193@example.com,13886886819,/home,91,pageview,2026-02-15T00:47:00Z
u00194,user194@example.com,13823937125,/checkout,17,click,2026-02-17T02:44:00Z
u00195,user195@example.com,13857991986,/products,97,pageview,2026-02-01T05:13:00Z
u00196,user196@example.com,13824878743,/profile,63,pageview,2026-02-13T07:37:00Z
u00197,user197@example.com,13875246179,/products,106,search,2026-02-05T21:57:00Z
u00198,user198@example.com,13886621625,/checkout,173,purchase,2026-02-25T13:07:00Z
u00199,user199@example.com,13897406322,/home,9,pageview,2026-02-25T16:06:00Z
u00200,user200@example.com,13862764740,/checkout,83,click,2026-02-26T21:46:00Z
u00201,user201@example.com,13814227285,/cart,212,search,2026-02-21T03:37:00Z
u00202,user202@example.com,13883889059,/profile,110,pageview,2026-02-24T18:03:00Z
u00203,user203@example.com,13835114294,/cart,9,click,2026-02-06T17:11:00Z
u00204,user204@example.com,13871913125,/products,189,click,2026-02-13T20:56:00Z
u00205,user205@example.com,13878256599,/cart,224,purchase,2026-02-22T17:30:00Z
u00206,user206@example.com,13856539009,/profile,212,pageview,2026-02-19T22:06:00Z
u00207,user207@example.com,13884316421,/profile,92,purchase,2026-02-14T17:07:00Z
u00208,user208@example.com,13889039281,/products,65,click,2026-02-17T22:47:00Z
u00209,user209@example.com,13834488655,/home,118,purchase,2026-02-28T05:15:00Z
u00210,user210@example.com,13883665624,/home,249,click,2026-02-21T18:07:00Z
u00211,user211@example.com,13898269787,/cart,211,search,2026-02-02T08:10:00Z
u00212,user212@example.com,13875049942,/products,149,pageview,2026-02-08T06:48:00Z
u00213,user213@example.com,13859170430,/cart,208,pageview,2026-02-16T16:08:00Z
u00214,user214@example.com,13849071663,/cart,148,search,2026-02-10T06:52:00Z
u00215,user215@example.com,13839574676,/cart,203,pageview,2026-02-24T07:20:00Z
u00216,user216@example.com,13811302844,/products,240,click,2026-02-01T11:08:00Z
u00217,user217@example.com,13869351254,/cart,66,search,2026-02-01T18:27:00Z
u00218,user218@example.com,13826560276,/profile,238,click,2026-02-27T21:37:00Z
u00219,user219@example.com,13878944071,/profile,121,purchase,2026-02-21T22:53:00Z
u00220,user220@example.com,13890241003,/products,78,click,2026-02-26T09:09:00Z
u00221,user221@example.com,13868389931,/products,81,click,2026-02-22T19:46:00Z
u00222,user222@example.com,13822856636,/cart,282,purchase,2026-02-06T03:55:00Z
u00223,user223@example.com,13874364335,/profile,229,purchase,2026-02-22T02:09:00Z
u00224,user224@example.com,13882543517,/profile,122,click,2026-02-04T14:35:00Z
u00225,user225@example.com,13815755986,/profile,122,purchase,2026-02-15T08:31:00Z
u00226,user226@example.com,13883793626,/profile,227,search,2026-02-13T00:53:00Z
u00227,user227@example.com,13880118213,/checkout,190,search,2026-02-23T10:24:00Z
u00228,user228@example.com,13838596113,/checkout,99,search,2026-02-19T22:23:00Z
u00229,user229@example.com,13877982279,/cart,146,click,2026-02-06T08:16:00Z
u00230,user230@example.com,13859940352,/cart,45,pageview,2026-02-22T21:53:00Z
u00231,user231@example.com,13814596879,/checkout,42,purchase,2026-02-10T21:00:00Z
u00232,user232@example.com,13857316723,/home,293,pageview,2026-02-13T00:12:00Z
u00233,user233@example.com,13880081110,/home,12,purchase,2026-02-13T11:24:00Z
u00234,user234@example.com,13850709892,/checkout,188,search,2026-02-01T13:01:00Z
u00235,user235@example.com,13841875721,/profile,250,search,2026-02-13T12:14:00Z
u00236,user236@example.com,13829378679,/checkout,93,purchase,2026-02-25T19:33:00Z
u00237,user237@example.com,13849770257,/checkout,81,search,2026-02-10T17:11:00Z
u00238,user238@example.com,13825744811,/profile,168,purchase,2026-02-21T11:40:00Z
u00239,user239@example.com,13812562847,/profile,141,pageview,2026-02-03T01:02:00Z
u00240,user240@example.com,13858822647,/cart,139,click,2026-02-06T11:09:00Z
u00241,user241@example.com,13815145568,/checkout,62,search,2026-02-18T21:55:00Z
u00242,user242@example.com,13861597729,/profile,268,pageview,2026-02-15T03:14:00Z
u00243,user243@example.com,13881486119,/checkout,135,pageview,2026-02-21T18:25:00Z
u00244,user244@example.com,13883427645,/products,285,click,2026-02-07T02:42:00Z
u00245,user245@example.com,13896619566,/home,25,click,2026-02-07T12:27:00Z
u00246,user246@example.com,13885997202,/products,160,click,2026-02-02T02:18:00Z
u00247,user247@example.com,13825593537,/products,37,click,2026-02-18T20:19:00Z
u00248,user248@example.com,13856773759,/checkout,108,pageview,2026-02-13T16:56:00Z
u00249,user249@example.com,13869565207,/profile,79,purchase,2026-02-03T07:38:00Z
u00250,user250@example.com,13892515486,/checkout,296,pageview,2026-02-15T00:24:00Z
u00251,user251@example.com,13832341032,/profile,155,search,2026-02-22T00:29:00Z
u00252,user252@example.com,13816139916,/profile,80,purchase,2026-02-03T07:11:00Z
u00253,user253@example.com,13844482391,/profile,258,search,2026-02-08T11:11:00Z
u00254,user254@example.com,13852175428,/cart,131,click,2026-02-07T00:41:00Z
u00255,user255@example.com,13873827448,/checkout,81,purchase,2026-02-25T06:14:00Z
u00256,user256@example.com,13889260389,/home,46,purchase,2026-02-23T02:21:00Z
u00257,user257@example.com,13882704234,/cart,53,purchase,2026-02-14T03:15:00Z
u00258,user258@example.com,13890485122,/checkout,38,search,2026-02-02T21:27:00Z
u00259,user259@example.com,13872451541,/checkout,99,pageview,2026-02-27T14:38:00Z
u00260,user260@example.com,13849959160,/checkout,149,search,2026-02-14T06:41:00Z
u00261,user261@example.com,13835356981,/checkout,53,purchase,2026-02-24T23:01:00Z
u00262,user262@example.com,13879776685,/checkout,131,purchase,2026-02-15T21:03:00Z
u00263,user263@example.com,13823937769,/checkout,99,pageview,2026-02-09T07:05:00Z
u00264,user264@example.com,13855659417,/home,60,click,2026-02-05T07:05:00Z
u00265,user265@example.com,13849398026,/home,87,purchase,2026-02-22T19:13:00Z
u00266,user266@example.com,13875787055,/home,119,pageview,2026-02-28T17:09:00Z
u00267,user267@example.com,13896309545,/cart,84,click,2026-02-02T11:57:00Z
u00268,user268@example.com,13888971357,/products,190,purchase,2026-02-05T04:07:00Z
u00269,user269@example.com,13888474270,/profile,242,click,2026-02-01T15:18:00Z
u00270,user270@example.com,13897028760,/cart,141,purchase,2026-02-28T02:02:00Z
u00271,user271@example.com,13884286588,/products,42,purchase,2026-02-11T00:35:00Z
u00272,user272@example.com,13877766828,/profile,202,purchase,2026-02-08T07:58:00Z
u00273,user273@example.com,13862991649,/profile,237,purchase,2026-02-12T22:12:00Z
u00274,user274@example.com,13848927002,/profile,13,search,2026-02-06T14:24:00Z
u00275,user275@example.com,13862680364,/products,49,search,2026-02-05T20:36:00Z
u00276,user276@example.com,13876146778,/cart,132,click,2026-02-17T02:14:00Z
u00277,user277@example.com,13874712592,/checkout,105,pageview,2026-02-18T15:46:00Z
u00278,user278@example.com,13864954478,/products,128,search,2026-02-10T14:54:00Z
u00279,user279@example.com,13894212567,/checkout,62,purchase,2026-02-16T19:52:00Z
u00280,user280@example.com,13874353271,/home,257,click,2026-02-22T22:15:00Z
u00281,user281@example.com,13814667981,/cart,138,click,2026-02-21T13:15:00Z
u00282,user282@example.com,13847516078,/products,159,search,2026-02-11T08:58:00Z
u00283,user283@example.com,13818195535,/cart,14,click,2026-02-15T19:56:00Z
u00284,user284@example.com,13879371865,/cart,249,search,2026-02-25T22:06:00Z
u00285,user285@example.com,13876252323,/cart,90,purchase,2026-02-10T00:08:00Z
u00286,user286@example.com,13872617700,/cart,22,purchase,2026-02-22T14:28:00Z
u00287,user287@example.com,13873550080,/checkout,284,search,2026-02-15T22:05:00Z
u00288,user288@example.com,13821780707,/home,71,search,2026-02-26T17:05:00Z
u00289,user289@example.com,13813738380,/cart,288,search,2026-02-18T04:17:00Z
u00290,user290@example.com,13857369497,/profile,223,click,2026-02-06T20:30:00Z
u00291,user291@example.com,13846818883,/checkout,183,click,2026-02-26T10:24:00Z
u00292,user292@example.com,13833032289,/profile,122,search,2026-02-27T23:24:00Z
u00293,user293@example.com,13867762217,/checkout,34,purchase,2026-02-10T02:34:00Z
u00294,user294@example.com,13893158752,/home,227,search,2026-02-03T04:22:00Z
u00295,user295@example.com,13826415424,/cart,61,search,2026-02-20T12:12:00Z
u00296,user296@example.com,13884110751,/profile,62,search,2026-02-22T01:46:00Z
u00297,user297@example.com,13864318839,/cart,182,click,2026-02-03T04:51:00Z
u00298,user298@example.com,13845784645,/checkout,293,click,2026-02-15T11:10:00Z
u00299,user299@example.com,13863833122,/home,47,purchase,2026-02-25T22:30:00Z
u00300,user300@example.com,13851541283,/checkout,251,search,2026-02-15T01:59:00Z
u00301,user301@example.com,13844007318,/profile,178,search,2026-02-19T22:01:00Z
u00302,user302@example.com,13828620863,/products,187,search,2026-02-18T15:39:00Z
u00303,user303@example.com,13863795762,/checkout,152,click,2026-02-13T22:54:00Z
u00304,user304@example.com,13865636648,/home,272,pageview,2026-02-05T13:19:00Z
u00305,user305@example.com,13831978254,/products,186,search,2026-02-01T16:16:00Z
u00306,user306@example.com,13865278551,/profile,178,purchase,2026-02-14T10:08:00Z
u00307,user307@example.com,13890233890,/products,208,search,2026-02-02T13:38:00Z
u00308,user308@example.com,13876572699,/products,183,purchase,2026-02-06T02:48:00Z
u00309,user309@example.com,13845308468,/products,120,search,2026-02-13T14:02:00Z
u00310,user310@example.com,13823440395,/checkout,240,purchase,2026-02-09T20:39:00Z
u00311,user311@example.com,13831770773,/checkout,233,click,2026-02-20T22:00:00Z
u00312,user312@example.com,13885618693,/profile,154,pageview,2026-02-23T16:34:00Z
u00313,user313@example.com,13867151045,/cart,159,search,2026-02-24T05:14:00Z
u00314,user314@example.com,13815121401,/products,151,purchase,2026-02-08T07:55:00Z
u00315,user315@example.com,13864267804,/cart,135,purchase,2026-02-02T18:09:00Z
u00316,user316@example.com,13838821704,/home,152,purchase,2026-02-26T10:21:00Z
u00317,user317@example.com,13897306706,/home,271,search,2026-02-23T15:25:00Z
u00318,user318@example.com,13899293789,/checkout,154,purchase,2026-02-10T12:28:00Z
u00319,user319@example.com,13846274245,/home,248,pageview,2026-02-14T09:07:00Z
u00320,user320@example.com,13838413468,/home,299,click,2026-02-07T04:01:00Z
u00321,user321@example.com,13850007588,/products,186,purchase,2026-02-26T06:59:00Z
u00322,user322@example.com,13820510338,/checkout,142,click,2026-02-21T19:24:00Z
u00323,user323@example.com,13886804799,/cart,133,click,2026-02-01T06:20:00Z
u00324,user324@example.com,13819792949,/home,231,search,2026-02-23T21:16:00Z
u00325,user325@example.com,13879078680,/profile,143,click,2026-02-20T08:05:00Z
u00326,user326@example.com,13890581581,/home,288,purchase,2026-02-02T06:32:00Z
u00327,user327@example.com,13884006891,/checkout,6,pageview,2026-02-15T01:32:00Z
u00328,user328@example.com,13827844649,/profile,67,purchase,2026-02-24T07:00:00Z
u00329,user329@example.com,13854583051,/home,204,purchase,2026-02-11T19:49:00Z
u00330,user330@example.com,13867054538,/checkout,293,purchase,2026-02-22T08:25:00Z
u00331,user331@example.com,13883796458,/profile,116,pageview,2026-02-20T17:42:00Z
u00332,user332@example.com,13841519474,/checkout,231,search,2026-02-03T12:03:00Z
u00333,user333@example.com,13899369560,/home,115,search,2026-02-21T00:33:00Z
u00334,user334@example.com,13896596699,/cart,62,pageview,2026-02-19T22:51:00Z
u00335,user335@example.com,13890069341,/products,146,search,2026-02-13T02:08:00Z
u00336,user336@example.com,13865446234,/products,215,click,2026-02-12T00:08:00Z
u00337,user337@example.com,13813674397,/profile,211,pageview,2026-02-01T05:40:00Z
u00338,user338@example.com,13871428882,/cart,223,pageview,2026-02-12T17:10:00Z
u00339,user339@example.com,13818386255,/cart,151,purchase,2026-02-01T23:12:00Z
u00340,user340@example.com,13832608320,/products,62,purchase,2026-02-28T23:35:00Z
u00341,user341@example.com,13832396353,/home,280,purchase,2026-02-11T04:32:00Z
u00342,user342@example.com,13878132693,/profile,216,pageview,2026-02-20T14:41:00Z
u00343,user343@example.com,13862418585,/checkout,61,pageview,2026-02-21T11:54:00Z
u00344,user344@example.com,13844559748,/products,88,click,2026-02-20T10:50:00Z
u00345,user345@example.com,13860166424,/products,260,pageview,2026-02-26T23:25:00Z
u00346,user346@example.com,13898517594,/home,169,purchase,2026-02-01T13:15:00Z
u00347,user347@example.com,13871593098,/home,18,search,2026-02-01T08:47:00Z
u00348,user348@example.com,13849913638,/checkout,40,purchase,2026-02-26T23:43:00Z
u00349,user349@example.com,13865285733,/products,130,click,2026-02-12T00:34:00Z
